"Name","GPS","DateTime","NO2","O3_1hr","O3_4hr","O3_8hr","CO","PM10 1 hr","PM2.5 1 hr","PM10","PM2.5","AQI_CO","AQI_NO2","AQI_O3_1hr","AQI_O3_4hr","AQI_O3_8hr","AQI_PM10","AQI_PM2.5","AQI_Site","Date","Time"
"Monash","(-35.418302, 149.094018)","23/01/2022 05:00:00 AM","0","0.005","0.009","0.01","0","6.8","2.1","6.1","2.2","0","0","5","11","16","12","9","16","23 January 2022","05:00"
"Florey","(-35.220606, 149.0435)","23/01/2022 04:00:00 AM","0.001","0.004","0.006","0.009","0.08","10","7.3","5.7","3.2","1","1","4","8",,"11","13","14","23 January 2022","04:00"
"Civic","(-35.285399, 149.131536)","23/01/2022 04:00:00 AM",,"0.008","0.009","0.01",,"4.3","2.5","6.7","2.6",,,"8","11","15","13","10","15","23 January 2022","04:00"
"Monash","(-35.418302, 149.094018)","23/01/2022 04:00:00 AM","0","0.008","0.011","0.011","0","5.6","-0.1","6","2.4","0","0","8","13","17","12","9","17","23 January 2022","04:00"
"Civic","(-35.285399, 149.131536)","23/01/2022 03:00:00 AM",,"0.009","0.009","0.011",,"7.4","2.7","6.8","2.6",,,"9","12","16","14","10","16","23 January 2022","03:00"
"Florey","(-35.220606, 149.0435)","23/01/2022 03:00:00 AM","0.001","0.006","0.008","0.01","0.07","7.1","1.2","5.6","2.8","1","1","6","10",,"11","11","16","23 January 2022","03:00"
"Monash","(-35.418302, 149.094018)","23/01/2022 03:00:00 AM","0","0.011","0.011","0.012","0","3.9","0.1","6.1","2.6","0","0","11","14","18","12","10","18","23 January 2022","03:00"
"Florey","(-35.220606, 149.0435)","23/01/2022 02:00:00 AM","0.001","0.007","0.009","0.012","0.05","5.1","-0.1","5.6","2.9","1","1","7","12",,"11","12","18","23 January 2022","02:00"
"Monash","(-35.418302, 149.094018)","23/01/2022 02:00:00 AM","0","0.012","0.011","0.012","0","7.7","7.4","6.4","2.5","0","0","12","14","19","13","10","19","23 January 2022","02:00"
"Civic","(-35.285399, 149.131536)","23/01/2022 02:00:00 AM",,"0.009","0.01","0.011",,"6.5","2.1","6.7","2.5",,,"9","12","17","13","10","17","23 January 2022","02:00"
"Monash","(-35.418302, 149.094018)","23/01/2022 01:00:00 AM","0","0.012","0.011","0.013","0","9.3","5.1","6.6","2.2","0","0","12","14","20","13","9","20","23 January 2022","01:00"
"Florey","(-35.220606, 149.0435)","23/01/2022 01:00:00 AM","0","0.008","0.011","0.013","0.05","4","-2.7","5.7","2.9","1","0","8","13",,"11","11","20","23 January 2022","01:00"
"Civic","(-35.285399, 149.131536)","23/01/2022 01:00:00 AM",,"0.009","0.01","0.012",,"5.9","3","6.5","2.6",,,"9","13","18","13","10","18","23 January 2022","01:00"
"Civic","(-35.285399, 149.131536)","23/01/2022 12:00:00 AM",,"0.01","0.011","0.013",,"2.1","2.4","6.3","2.5",,,"10","14","19","13","10","19","23 January 2022","00:00"
"Monash","(-35.418302, 149.094018)","23/01/2022 12:00:00 AM","0","0.01","0.012","0.013","0","8.1","-1.3","6.5","2.1","0","0","10","14","21","13","9","21","23 January 2022","00:00"
"Florey","(-35.220606, 149.0435)","23/01/2022 12:00:00 AM","0","0.01","0.012","0.014","0.05","3.3","2.5","5.8","3.1","1","0","10","15",,"12","12","21","23 January 2022","00:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 11:00:00 PM",,"0.011","0.012","0.013",,"1.4","3.2","6.4","2.4",,,"11","15","20","13","10","20","22 January 2022","23:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 11:00:00 PM","0","0.012","0.013","0.014","0.06","2.6","0.4","5.9","3.1","1","0","12","16",,"12","12","22","22 January 2022","23:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 11:00:00 PM","0","0.011","0.013","0.014","0","11.9","-0.2","6.7","2.3","0","0","11","16","21","13","9","21","22 January 2022","23:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 10:00:00 PM",,"0.011","0.013","0.014",,"1.1","5.6","6.5","2.3",,,"11","16","21","13","9","21","22 January 2022","22:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 10:00:00 PM","0","0.012","0.014","0.015","0.06","3.6","7.3","6","3.2","1","0","12","17",,"12","13","24","22 January 2022","22:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 10:00:00 PM","0","0.012","0.014","0.015","0","6.9","3.8","6.5","2.6","0","0","12","17","23","13","10","23","22 January 2022","22:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 09:00:00 PM","0","0.013","0.015","0.016","0.06","6.5","6.4","6.2","3.1","1","0","13","19",,"12","12","25","22 January 2022","21:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 09:00:00 PM","0","0.013","0.015","0.015","0","9.5","6.6","6.6","2.8","0","0","13","18","24","13","11","24","22 January 2022","21:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 09:00:00 PM",,"0.012","0.014","0.014",,"-1.2","6.2","6.6","2.1",,,"12","17","22","13","8","22","22 January 2022","21:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 08:00:00 PM","0","0.014","0.015","0.016","0","8.8","4.1","6.5","3.1","0","0","14","19","25","13","12","25","22 January 2022","20:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 08:00:00 PM",,"0.013","0.014","0.015",,"3.3","6.2","6.7","1.9",,,"13","18","23","13","8","23","22 January 2022","20:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 08:00:00 PM","0","0.014","0.016","0.017","0.05","8.4","6.1","6.2","3.1","1","0","14","20",,"12","12","27","22 January 2022","20:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 07:00:00 PM","0","0.015","0.016","0.017","0","3.4","6.6","6.4","3.4","0","0","15","20","26","13","13","26","22 January 2022","19:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 07:00:00 PM",,"0.014","0.015","0.016",,"14.3","5.6","6.7","1.7",,,"14","18","24","13","7","24","22 January 2022","19:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 07:00:00 PM","0","0.016","0.017","0.018","0.05","7.8","6.7","6.2","3","1","0","16","21",,"12","12","28","22 January 2022","19:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 06:00:00 PM","0","0.017","0.017","0.019","0.05","6","9.6","6.1","2.8","1","0","17","22",,"12","11","29","22 January 2022","18:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 06:00:00 PM","0","0.016","0.016","0.017","0","6.8","1.2","6.5","3.3","0","0","16","20","27","13","13","27","22 January 2022","18:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 06:00:00 PM",,"0.015","0.015","0.016",,"11.2","5.8","6.4","1.6",,,"15","19","25","13","6","25","22 January 2022","18:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 05:00:00 PM","0","0.016","0.017","0.018","0","4.4",,"6.4","3.6","0","0","16","21","27","13","14","27","22 January 2022","17:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 05:00:00 PM",,"0.015","0.016","0.016",,"8.7","3","6.2","1.4",,,"15","20","24","12","5","24","22 January 2022","17:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 05:00:00 PM","0","0.017","0.018","0.019","0.05","5.7","11.2","6.2","2.7","1","0","17","23",,"12","11","29","22 January 2022","17:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 04:00:00 PM",,,"0.016","0.016",,"4.9","0.6","6.3","1.4",,,,"20","24","13","5","24","22 January 2022","16:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 04:00:00 PM",,,"0.019","0.019","0.05","6.5","1.2","6.2","2.5","1",,,"24",,"12","10","29","22 January 2022","16:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 04:00:00 PM",,,"0.017","0.017","0","5.4","1.4","6.4","3.8","0",,,"22","27","13","15","27","22 January 2022","16:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 03:00:00 PM",,"0.016","0.016","0.015",,"4.9","0.9","6.3","1.4",,,"16","20","23","13","6","23","22 January 2022","15:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 03:00:00 PM","0","0.018","0.019","0.018","0.05","7.5","1.1","6.2","2.5","1","0","18","24",,"12","10","28","22 January 2022","15:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 03:00:00 PM","0","0.017","0.018","0.017","0","1.7","-5.3","6.5","3.7","0","0","17","22","26","13","15","26","22 January 2022","15:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 02:00:00 PM","0","0.017","0.018","0.015","0","8.9","1.6","6.5","3.7","0","0","17","23","24","13","15","24","22 January 2022","14:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 02:00:00 PM","0","0.019","0.02","0.016","0.06","8.3","0","6","2.6","1","0","19","25",,"12","10","25","22 January 2022","14:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 02:00:00 PM",,"0.016","0.017","0.013",,"6.7","1.9","6.3","1.3",,,"16","21","21","13","5","21","22 January 2022","14:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 01:00:00 PM","0","0.018","0.018","0.014","0.01","7.7","-2.2","6.1","3.6","0","0","18","23","21","12","14","21","22 January 2022","13:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 01:00:00 PM","0","0.02","0.02","0.014","0.06","8.6","3.7","5.8","2.4","1","0","20","24",,"12","10","22","22 January 2022","13:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 01:00:00 PM",,"0.016","0.016","0.012",,"7.2","1.7","6.4","1.2",,,"16","20","18","13","5","18","22 January 2022","13:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 12:00:00 PM","0","0.018","0.018","0.012","0.01","0.1","-1.1","6","3.4","0","0","18","22","18","12","14","18","22 January 2022","12:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 12:00:00 PM",,"0.017","0.015","0.011",,"6.6","0.7","6.4","1",,,"17","19","16","13","4","16","22 January 2022","12:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 12:00:00 PM","0","0.02","0.019","0.012","0.07","7.6","1.3","5.6","2.3","1","0","20","23",,"11","9","18","22 January 2022","12:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 11:00:00 AM",,"0.017","0.013","0.009",,"11.5","-0.3","6.3","0.7",,,"17","16","14","13","3","14","22 January 2022","11:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 11:00:00 AM","0","0.02","0.017","0.01","0.07","6.7","-4.3","5.6","2.5","1","0","20","21",,"11","10","15","22 January 2022","11:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 11:00:00 AM","0","0.019","0.016","0.01","0.01","8.4","10","6.1","3.6","0","0","19","20","15","12","14","15","22 January 2022","11:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 10:00:00 AM",,"0.014","0.01","0.008",,"16.4","-4.5","6.3","0.7",,,"14","13","12","13","3","13","22 January 2022","10:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 10:00:00 AM","0","0.018","0.013","0.008","0.07","4.4","-4.8","5.7","2.8","1","0","18","16",,"11","11","12","22 January 2022","10:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 10:00:00 AM","0","0.018","0.013","0.008","0.01","1.3","-8","6","3.4","0","0","18","16","13","12","14","14","22 January 2022","10:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 09:00:00 AM","0","0.015","0.009","0.007","0.02","5.4","1.8","6.1","4.3","0","0","15","11","10","12","17","17","22 January 2022","09:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 09:00:00 AM","0","0.016","0.009","0.007","0.07","2.3","0.9","5.9","3.1","1","0","16","11",,"12","12","12","22 January 2022","09:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 09:00:00 AM",,"0.013","0.008","0.006",,"17","-1.2","6.5","1",,,"13","10","10","13","4","13","22 January 2022","09:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 08:00:00 AM","0","0.012","0.006","0.006","0.02","5","13.2","6.1","4.7","0","0","12","7","9","12","19","19","22 January 2022","08:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 08:00:00 AM","0.001","0.012","0.005","0.006","0.07","-2","16.7","6.2","3.3","1","1","12","7",,"12","13","13","22 January 2022","08:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 08:00:00 AM",,"0.008","0.006","0.006",,"5.7","4.2","6.7","1.1",,,"8","7","9","13","4","13","22 January 2022","08:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 07:00:00 AM","0","0.006","0.004","0.005","0.02","2.5","4.5","6.4","4.4","0","0","6","5","7","13","17","17","22 January 2022","07:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 07:00:00 AM","0.003","0.005","0.003","0.006","0.07","2.8","5.5","6.7","2.8","1","4","5","4",,"13","11","13","22 January 2022","07:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 07:00:00 AM",,"0.006","0.005","0.006",,"2.1","4.6","7","1.1",,,"6","6","9","14","4","14","22 January 2022","07:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 06:00:00 AM","0.002","0.002","0.003","0.007","0.06","6.3","1","7","2.8","1","3","2","4",,"14","11","14","22 January 2022","06:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 06:00:00 AM","0","0.002","0.004","0.005","0.02","8.1","-0.8","6.8","4.1","0","0","2","5","8","14","17","17","22 January 2022","06:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 06:00:00 AM",,"0.004","0.005","0.007",,"5","2.6","7.2","1.1",,,"4","6","10","14","4","14","22 January 2022","06:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 05:00:00 AM","0","0.003","0.005","0.007","0.02","4.4","5.9","6.9","4.2","0","0","3","6","10","14","17","17","22 January 2022","05:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 05:00:00 AM",,"0.005","0.005","0.008",,"8","1.9","7.5","1.2",,,"5","6","12","15","5","15","22 January 2022","05:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 05:00:00 AM","0.002","0.002","0.005","0.009","0.06","6.7","-1.2","7.2","3.1","1","3","2","6",,"14","12","14","22 January 2022","05:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 04:00:00 AM",,"0.005","0.006","0.008",,"5.7","2.4","7.6","1.2",,,"5","7","13","15","5","15","22 January 2022","04:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 04:00:00 AM","0","0.004","0.006","0.008","0.02","6.9","5.7","7.1","3.9","0","0","4","7","12","14","16","16","22 January 2022","04:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 04:00:00 AM","0.001","0.003","0.007","0.01","0.06","8.1","-1.6","7.4","3.3","1","1","3","9",,"15","13","16","22 January 2022","04:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 03:00:00 AM","0","0.006","0.006","0.009","0.01","10.3","-3.3","7.3","3.6","0","0","6","7","14","15","14","15","22 January 2022","03:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 03:00:00 AM","0.001","0.005","0.01","0.012","0.05","8.1","2.8","7.5","3.5","1","1","5","12",,"15","14","18","22 January 2022","03:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 03:00:00 AM",,"0.005","0.007","0.009",,"5.1","2.4","7.8","1.3",,,"5","8","14","16","5","16","22 January 2022","03:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 02:00:00 AM","0","0.006","0.007","0.01","0.01","12.4","1.8","7.4","4","0","0","6","8","16","15","16","16","22 January 2022","02:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 02:00:00 AM","0","0.009","0.012","0.013","0.05","6.1","-0.9","7.7","3.7","1","0","9","15",,"15","15","20","22 January 2022","02:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 02:00:00 AM",,"0.005","0.008","0.01",,"1.9","3","8","1.3",,,"5","10","16","16","5","16","22 January 2022","02:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 01:00:00 AM","0","0.012","0.013","0.014","0.06","6.4","3.2","7.9","3.9","1","0","12","16",,"16","16","21","22 January 2022","01:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 01:00:00 AM","0","0.006","0.008","0.011","0.01","8.2","3.5","7.5","4.3","0","0","6","10","17","15","17","17","22 January 2022","01:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 01:00:00 AM",,"0.007","0.01","0.012",,"2.7","0.9","8.2","1.3",,,"7","13","18","16","5","18","22 January 2022","01:00"
"Monash","(-35.418302, 149.094018)","22/01/2022 12:00:00 AM","0.002","0.005","0.01","0.012","0.01","12","2.6","7.6","4.7","0","3","5","13","19","15","19","19","22 January 2022","00:00"
"Civic","(-35.285399, 149.131536)","22/01/2022 12:00:00 AM",,"0.01","0.011","0.012",,"4.5","0.1","8.4","1.3",,,"10","14","19","17","5","19","22 January 2022","00:00"
"Florey","(-35.220606, 149.0435)","22/01/2022 12:00:00 AM","0","0.013","0.013","0.014","0.06","6.6","1.8","8.2","3.7","1","0","13","16",,"16","15","22","22 January 2022","00:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 11:00:00 PM",,"0.011","0.012","0.013",,"2.6","-0.2","8.8","1.5",,,"11","15","20","18","6","20","21 January 2022","23:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 11:00:00 PM","0","0.013","0.014","0.014","0.06","6.4","2.6","8.4","3.8","1","0","13","17",,"17","15","22","21 January 2022","23:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 11:00:00 PM","0","0.009","0.013","0.013","0","6.7","6.4","7.7","4.7","0","0","9","16","21","15","19","21","21 January 2022","23:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 10:00:00 PM","0","0.012","0.014","0.015","0.06","7.6","5.3","8.7","3.9","1","0","12","18",,"17","16","23","21 January 2022","22:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 10:00:00 PM",,"0.012","0.013","0.013",,"3.1","1.5","9.1","1.7",,,"12","16","20","18","7","20","21 January 2022","22:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 10:00:00 PM","0","0.013","0.014","0.014","0","10.5","8.3","8.2","4.7","0","0","13","17","22","16","19","22","21 January 2022","22:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 09:00:00 PM",,"0.012","0.013","0.013",,"1.6","1.9","9.6","1.9",,,"12","16","21","19","7","21","21 January 2022","21:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 09:00:00 PM","0","0.014","0.015","0.016","0.06","6.6","5.7","8.8","4.1","1","0","14","19",,"18","16","24","21 January 2022","21:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 09:00:00 PM","0","0.014","0.014","0.015","0","8","12.6","8.4","4.9","0","0","14","18","22","17","20","22","21 January 2022","21:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 08:00:00 PM","0","0.015","0.016","0.016","0.06","7.5","4","9","4.1","1","0","15","19",,"18","17","25","21 January 2022","20:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 08:00:00 PM",,"0.013","0.014","0.014",,"2.5","1.3","9.9","2",,,"13","17","21","20","8","21","21 January 2022","20:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 08:00:00 PM","0","0.014","0.015","0.015","0","5.4","10.7","8.6","4.8","0","0","14","18","22","17","19","22","21 January 2022","20:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 07:00:00 PM",,"0.013","0.014","0.014",,"7.1","2.4","10.2","2.2",,,"13","17","21","20","9","21","21 January 2022","19:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 07:00:00 PM","0","0.015","0.016","0.016","0.06","6.9","3.2","9.1","4","1","0","15","20",,"18","16","25","21 January 2022","19:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 07:00:00 PM","0","0.014","0.015","0.015","0","6.1","6.5","8.9","4.3","0","0","14","18","23","18","17","23","21 January 2022","19:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 06:00:00 PM","0","0.016","0.016","0.016","0.06","6.2","5.5","9.2","4.2","1","0","16","20",,"18","17","25","21 January 2022","18:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 06:00:00 PM","0","0.015","0.015","0.015","0","3.8","7.4","8.9","4.4","0","0","15","19","23","18","18","23","21 January 2022","18:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 06:00:00 PM",,"0.014","0.014","0.014",,"7.8","0.9","10.3","2.3",,,"14","18","21","21","9","21","21 January 2022","18:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 05:00:00 PM","0","0.015","0.015","0.015","0","5.6","7.9","9.3","4","0","0","15","19","23","19","16","23","21 January 2022","17:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 05:00:00 PM","0","0.016","0.017","0.016","0.06","7.1","8.1","9.3","4.2","1","0","16","21",,"19","17","25","21 January 2022","17:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 05:00:00 PM",,"0.014","0.014","0.014",,"10.8","2.8","10.3","2.5",,,"14","18","21","21","10","21","21 January 2022","17:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 04:00:00 PM",,,"0.014","0.013",,"5.8","1.4","10.5","2.6",,,,"18","21","21","10","21","21 January 2022","16:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 04:00:00 PM",,,"0.017","0.016","0.06","5","0.4","9.4","4.2","1",,,"21",,"19","17","25","21 January 2022","16:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 04:00:00 PM",,,"0.015","0.015","0","6.9","0.2","9.4","4","0",,,"18","23","19","16","23","21 January 2022","16:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 03:00:00 PM","0","0.016","0.015","0.015","0","1.2","-5.3","9.5","4.4","0","0","16","18","23","19","18","23","21 January 2022","15:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 03:00:00 PM","0","0.017","0.017","0.016","0.06","3.4","2.9","9.5","4.3","1","0","17","21",,"19","17","24","21 January 2022","15:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 03:00:00 PM",,"0.014","0.014","0.013",,"3.7","-0.3","10.8","2.6",,,"14","17","21","22","10","22","21 January 2022","15:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 02:00:00 PM",,"0.014","0.014","0.012",,"9","-1.3","11","2.8",,,"14","17","19","22","11","22","21 January 2022","14:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 02:00:00 PM","0","0.017","0.016","0.015","0.06","3.2","-4.7","9.6","4.3","1","0","17","20",,"19","17","23","21 January 2022","14:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 02:00:00 PM","0","0.014","0.015","0.014","0","0.3","-1.9","9.7","4.7","0","0","14","18","22","19","19","22","21 January 2022","14:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 01:00:00 PM",,"0.014","0.013","0.011",,"6.4","-4","11.1","3.1",,,"14","17","18","22","12","22","21 January 2022","13:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 01:00:00 PM","0","0.016","0.016","0.014","0.06","4.5","2.7","9.8","4.8","1","0","16","20",,"20","19","22","21 January 2022","13:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 01:00:00 PM","0","0.014","0.015","0.014","0","4","-7.1","10.1","5","0","0","14","18","21","20","20","21","21 January 2022","13:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 12:00:00 PM","0","0.015","0.015","0.013","0","3.7",,"10.1","5.6","0","0","15","19","20","20","22","22","21 January 2022","12:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 12:00:00 PM","0","0.016","0.016","0.013","0.06","6.9","5.4","10.1","5","1","0","16","20",,"20","20","21","21 January 2022","12:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 12:00:00 PM",,"0.013","0.013","0.011",,"6.3","-5.1","11.4","3.5",,,"13","16","17","23","14","23","21 January 2022","12:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 11:00:00 AM","0","0.015","0.015","0.013","0","4.8","6.6","10.3","5.5","0","0","15","19","20","21","22","22","21 January 2022","11:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 11:00:00 AM","0","0.016","0.015","0.013","0.06","9.1","3.2","10.5","5","1","0","16","19",,"21","20","21","21 January 2022","11:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 11:00:00 AM",,"0.013","0.013","0.011",,"10.8","-1.8","11.7","4",,,"13","16","16","23","16","23","21 January 2022","11:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 10:00:00 AM","0","0.015","0.014","0.013","0","4.1","11.6","10.6","5.3","0","0","15","18","20","21","21","21","21 January 2022","10:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 10:00:00 AM",,"0.013","0.011","0.01",,"20.1","3.3","11.9","4.3",,,"13","14","16","24","17","24","21 January 2022","10:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 10:00:00 AM","0","0.015","0.014","0.013","0.06","9.6","1.4","10.8","5.1","1","0","15","17",,"22","21","22","21 January 2022","10:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 09:00:00 AM","0","0.016","0.012","0.013","0","6.4","12.2","10.9","5.1","0","0","16","15","20","22","21","22","21 January 2022","09:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 09:00:00 AM","0.001","0.016","0.012","0.013","0.06","10.7","5.4","10.9","5.5","1","1","16","15",,"22","22","22","21 January 2022","09:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 09:00:00 AM",,"0.013","0.01","0.01",,"22.4","1.7","11.7","4.3",,,"13","12","15","23","17","23","21 January 2022","09:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 08:00:00 AM",,,"0.011","0.013","0","12","4.4","11.1","5.7","0",,,"13","20","22","23","23","21 January 2022","08:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 08:00:00 AM","0.002","0.014","0.011","0.012","0.06","9.1","6.5","10.8","5.8","1","3","14","14",,"22","23","23","21 January 2022","08:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 08:00:00 AM",,"0.013","0.009","0.01",,"12.3","3.3","11.3","4.4",,,"13","11","15","23","17","23","21 January 2022","08:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 07:00:00 AM",,"0.006","0.008","0.01",,"7.6","4.6","11.3","4.4",,,"6","10","15","23","18","23","21 January 2022","07:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 07:00:00 AM","0","0.012","0.012","0.013","0","10.5","-0.9","10.9","6","0","0","12","14","20","22","24","24","21 January 2022","07:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 07:00:00 AM","0.003","0.01","0.011","0.012","0.06","10","5.6","10.9","5.8","1","4","10","14",,"22","23","23","21 January 2022","07:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 06:00:00 AM",,"0.006","0.009","0.011",,"11","4.8","11.5","4.4",,,"6","11","16","23","18","23","21 January 2022","06:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 06:00:00 AM","0.004","0.009","0.012","0.013","0.05","11.3","7.5","10.8","5.6","1","5","9","15",,"22","22","22","21 January 2022","06:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 06:00:00 AM","0.001","0.008","0.012","0.013","0","10.5","0.2","10.9","6.1","0","1","8","15","20","22","24","24","21 January 2022","06:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 05:00:00 AM","0","0.012","0.014","0.014","0","10","-0.7","10.8","6.3","0","0","12","18","21","22","25","25","21 January 2022","05:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 05:00:00 AM",,"0.01","0.011","0.012",,"10.7","3.5","11.4","4.3",,,"10","13","18","23","17","23","21 January 2022","05:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 05:00:00 AM","0.002","0.011","0.013","0.013","0.05","11","4.4","10.6","5.6","1","3","11","17",,"21","22","22","21 January 2022","05:00"
